file_path,filename,project,doc_type,ext,created_at,folder_type
test_workspace\지원요청.xlsx,지원요청.xlsx,협력사,캠페인제안서,.xlsx,2025-01-03 22:00:41,root
test_workspace\신제품_퀀텀_출시\draft.png,draft.png,신제품 '퀀텀' 출시,지원요청,.png,2024-12-17 17:54:41,project_folder
test_workspace\외부고객\_lastsxje.xlsx,_lastsxje.xlsx,외부고객,설문결과,.xlsx,2025-07-25 09:16:41,project_folder
test_workspace\folder_2999_D\v37q7d.docx,v37q7d.docx,내부지원,회의록,.docx,2024-09-27 07:02:41,random_folder
test_workspace\회의.pptx,회의.pptx,신제품 '퀀텀' 출시,광고시안,.pptx,2024-12-20 09:18:41,root
test_workspace\_editr7b.docx,_editr7b.docx,2025 3분기 마케팅 캠페인,지원요청,.docx,2024-12-08 09:39:41,root
test_workspace\-최종본(2).jpg,-최종본(2).jpg,2025 3분기 마케팅 캠페인,이슈,.jpg,2024-12-17 00:33:41,root
test_workspace\folder_4687_T\첨부qxo9j.txt,첨부qxo9j.txt,사내 업무 효율화 TF,예산안,.txt,2024-10-20 15:29:41,random_folder
test_workspace\folder_9407_P\참고QBLD0.pptx,참고QBLD0.pptx,내부지원,지원요청,.pptx,2024-10-20 08:48:41,random_folder
test_workspace\사내_업무_효율화_TF\QnA.jpg,QnA.jpg,사내 업무 효율화 TF,회의록,.jpg,2025-04-12 06:08:41,project_folder
test_workspace\folder_9952_J\(최종)mr.docx,(최종)mr.docx,내부지원,기획안,.docx,2025-01-20 19:50:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\계약.docx,계약.docx,2025 3분기 마케팅 캠페인,디자인시안,.docx,2025-07-04 20:57:41,project_folder
test_workspace\folder_3455_\final.txt,final.txt,2025 3분기 마케팅 캠페인,지원요청,.txt,2024-12-31 22:53:41,random_folder
test_workspace\이슈gczxa.xlsx,이슈gczxa.xlsx,2025 3분기 마케팅 캠페인,견적,.xlsx,2024-09-06 11:50:41,root
test_workspace\협력사\-최종본(2)@#.xlsx,-최종본(2)@#.xlsx,협력사,피드백,.xlsx,2024-10-03 04:05:41,project_folder
test_workspace\사내_업무_효율화_TF\(최종)_51.jpg,(최종)_51.jpg,사내 업무 효율화 TF,이슈,.jpg,2025-02-13 14:37:41,project_folder
test_workspace\folder_1478_S\자료uyo.png,자료uyo.png,2025 3분기 마케팅 캠페인,디자인시안,.png,2025-01-21 01:00:41,random_folder
test_workspace\외부고객\계약za12g0.txt,계약za12g0.txt,외부고객,광고시안,.txt,2025-03-09 17:41:41,project_folder
test_workspace\folder_2228_^\견적.pptx,견적.pptx,협력사,기획안,.pptx,2025-06-20 04:17:41,random_folder
test_workspace\외부고객\-최종수정@#.pptx,-최종수정@#.pptx,외부고객,캠페인제안서,.pptx,2024-12-20 23:53:41,project_folder
test_workspace\folder_8983_[\-사본.txt,-사본.txt,협력사,개발일정,.txt,2025-08-01 23:54:41,random_folder
test_workspace\_editja.pdf,_editja.pdf,기타,이슈,.pdf,2025-02-20 11:35:41,root
test_workspace\folder_9694_O\수정본_29.pdf,수정본_29.pdf,외부고객,개선안,.pdf,2024-11-12 07:32:41,random_folder
test_workspace\사내_업무_효율화_TF\-최종(2).pdf,-최종(2).pdf,사내 업무 효율화 TF,QnA,.pdf,2025-07-21 04:23:41,project_folder
test_workspace\folder_3025_M\회의.pdf,회의.pdf,사내 업무 효율화 TF,개선안,.pdf,2025-01-10 16:05:41,random_folder
test_workspace\-최종본(최종).png,-최종본(최종).png,신제품 '퀀텀' 출시,기획안,.png,2024-11-09 23:48:41,root
test_workspace\계약.docx,계약.docx,외부고객,설문결과,.docx,2025-05-30 05:32:41,root
test_workspace\folder_4967_L\견적.jpg,견적.jpg,사내 업무 효율화 TF,견적,.jpg,2025-03-08 17:05:41,random_folder
test_workspace\folder_1478_S\-최종(최종).docx,-최종(최종).docx,사내 업무 효율화 TF,개발일정,.docx,2025-07-08 14:59:41,random_folder
test_workspace\-최종(1).txt,-최종(1).txt,기타,이슈,.txt,2025-03-11 14:42:41,root
test_workspace\folder_4967_L\_복사본I0.jpg,_복사본I0.jpg,내부지원,캠페인제안서,.jpg,2025-03-17 10:46:41,random_folder
test_workspace\협력사\견적.png,견적.png,협력사,고객문의,.png,2024-09-30 12:24:41,project_folder
test_workspace\사내_업무_효율화_TF\첨부18kixr.pptx,첨부18kixr.pptx,사내 업무 효율화 TF,개발일정,.pptx,2024-09-09 01:46:41,project_folder
test_workspace\외부고객\첨부NRT.txt,첨부NRT.txt,외부고객,피드백,.txt,2025-06-15 11:17:41,project_folder
test_workspace\-최종x9b@#.jpg,-최종x9b@#.jpg,외부고객,QnA,.jpg,2024-09-06 06:32:41,root
test_workspace\final.docx,final.docx,내부지원,이슈,.docx,2024-11-18 18:38:41,root
test_workspace\기타\-사본.jpg,-사본.jpg,기타,계약,.jpg,2024-08-31 06:47:41,project_folder
test_workspace\신제품_퀀텀_출시\-최종(2)@#.xlsx,-최종(2)@#.xlsx,신제품 '퀀텀' 출시,캠페인제안서,.xlsx,2024-09-16 20:52:41,project_folder
test_workspace\folder_4546_U\최종본.xlsx,최종본.xlsx,사내 업무 효율화 TF,요구사항정의서,.xlsx,2025-07-27 02:53:41,random_folder
test_workspace\folder_3455_\-최종본.png,-최종본.png,사내 업무 효율화 TF,계약,.png,2025-01-31 08:11:41,random_folder
test_workspace\외부고객\-최종(1)_42.pdf,-최종(1)_42.pdf,외부고객,고객문의,.pdf,2025-06-15 00:06:41,project_folder
test_workspace\신제품_퀀텀_출시\자료dki4i.png,자료dki4i.png,신제품 '퀀텀' 출시,요구사항정의서,.png,2025-01-18 20:06:41,project_folder
test_workspace\계약g9n3o.png,계약g9n3o.png,외부고객,피드백,.png,2025-08-10 12:21:41,root
test_workspace\folder_8983_[\(최종).pdf,(최종).pdf,기타,지원요청,.pdf,2025-03-05 18:37:41,random_folder
test_workspace\회의.docx,회의.docx,2025 3분기 마케팅 캠페인,피드백,.docx,2025-04-20 11:00:41,root
test_workspace\folder_9156_Q\FINAL0LCH6.docx,FINAL0LCH6.docx,사내 업무 효율화 TF,계약,.docx,2025-08-04 17:27:41,random_folder
test_workspace\folder_9694_O\-최종본(최종).png,-최종본(최종).png,2025 3분기 마케팅 캠페인,기획안,.png,2025-03-04 03:05:41,random_folder
test_workspace\_복사본.txt,_복사본.txt,신제품 '퀀텀' 출시,기획안,.txt,2025-07-11 23:32:41,root
test_workspace\-최종본(2).pdf,-최종본(2).pdf,내부지원,계약,.pdf,2025-04-11 18:49:41,root
test_workspace\folder_2614_K\-최종(1).txt,-최종(1).txt,2025 3분기 마케팅 캠페인,계약,.txt,2024-10-12 03:33:41,random_folder
test_workspace\folder_7026_Z\-최종(1).png,-최종(1).png,외부고객,개발일정,.png,2025-07-31 09:36:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\-사본2ILRY_23.jpg,-사본2ILRY_23.jpg,2025 3분기 마케팅 캠페인,개선안,.jpg,2024-10-14 05:42:41,project_folder
test_workspace\folder_6063_N\-최종본(최종).png,-최종본(최종).png,외부고객,예산안,.png,2025-08-11 15:26:41,random_folder
test_workspace\사내_업무_효율화_TF\-최종본(1).png,-최종본(1).png,사내 업무 효율화 TF,설문결과,.png,2025-05-12 08:49:41,project_folder
test_workspace\folder_9407_P\-최종.jpg,-최종.jpg,내부지원,계약,.jpg,2025-02-06 02:39:41,random_folder
test_workspace\-사본K2Y.pptx,-사본K2Y.pptx,기타,피드백,.pptx,2025-08-15 10:56:41,root
test_workspace\계약.xlsx,계약.xlsx,외부고객,결과보고서,.xlsx,2025-07-10 00:50:41,root
test_workspace\folder_4967_L\draft.jpg,draft.jpg,2025 3분기 마케팅 캠페인,결과보고서,.jpg,2025-07-11 03:39:41,random_folder
test_workspace\협력사\-최종(최종).pdf,-최종(최종).pdf,협력사,회의록,.pdf,2024-10-15 07:59:41,project_folder
test_workspace\기타\_edit.txt,_edit.txt,기타,디자인시안,.txt,2025-01-31 13:14:41,project_folder
test_workspace\folder_4687_T\첨부c46.jpg,첨부c46.jpg,사내 업무 효율화 TF,광고시안,.jpg,2024-12-24 19:52:41,random_folder
test_workspace\-최종본(최종)h6a.png,-최종본(최종)h6a.png,기타,요구사항정의서,.png,2025-07-28 23:03:41,root
test_workspace\사내_업무_효율화_TF\_EDIT4OWKW6.pptx,_EDIT4OWKW6.pptx,사내 업무 효율화 TF,이슈,.pptx,2024-12-28 09:16:41,project_folder
test_workspace\folder_9583_R\보고서@#.pptx,보고서@#.pptx,신제품 '퀀텀' 출시,개선안,.pptx,2025-06-08 05:43:41,random_folder
test_workspace\-최종본(1)@#.png,-최종본(1)@#.png,협력사,발표자료,.png,2025-05-11 02:40:41,root
test_workspace\기타\DRAFT.txt,DRAFT.txt,기타,개발일정,.txt,2025-03-03 01:27:41,project_folder
test_workspace\v3@#.xlsx,v3@#.xlsx,내부지원,개선안,.xlsx,2025-02-03 21:50:41,root
test_workspace\folder_4546_U\수정본.pptx,수정본.pptx,협력사,발표자료,.pptx,2024-10-13 19:33:41,random_folder
test_workspace\folder_2614_K\-최종본(2).pdf,-최종본(2).pdf,내부지원,요구사항정의서,.pdf,2025-06-25 16:55:41,random_folder
test_workspace\folder_9952_J\-VER.xlsx,-VER.xlsx,2025 3분기 마케팅 캠페인,캠페인제안서,.xlsx,2024-10-19 11:29:41,random_folder
test_workspace\folder_6611_E\-최종본(2).png,-최종본(2).png,외부고객,견적,.png,2025-04-17 15:58:41,random_folder
test_workspace\-최종본(최종)8zy.png,-최종본(최종)8zy.png,신제품 '퀀텀' 출시,요구사항정의서,.png,2025-08-14 22:30:41,root
test_workspace\_last.pdf,_last.pdf,내부지원,설문결과,.pdf,2025-01-13 06:32:41,root
test_workspace\외부고객\첨부i0.pptx,첨부i0.pptx,외부고객,회의록,.pptx,2025-03-10 21:01:41,project_folder
test_workspace\v3.png,v3.png,내부지원,QnA,.png,2024-08-23 22:44:41,root
test_workspace\folder_1478_S\결과.docx,결과.docx,내부지원,디자인시안,.docx,2024-08-22 09:07:41,random_folder
test_workspace\-최종수정cqiom.jpg,-최종수정cqiom.jpg,사내 업무 효율화 TF,계약,.jpg,2024-08-27 02:03:41,root
test_workspace\folder_3530_]\-최종ic6t.txt,-최종ic6t.txt,사내 업무 효율화 TF,결과보고서,.txt,2024-09-25 20:36:41,random_folder
test_workspace\folder_6933_X\보고서.png,보고서.png,협력사,결과보고서,.png,2025-01-19 02:50:41,random_folder
test_workspace\folder_9156_Q\자료.pdf,자료.pdf,사내 업무 효율화 TF,이슈,.pdf,2025-07-16 06:54:41,random_folder
test_workspace\-veroqunet_10.pdf,-veroqunet_10.pdf,내부지원,계약,.pdf,2024-11-08 04:53:41,root
test_workspace\2025_3분기_마케팅_캠페인\견적.png,견적.png,2025 3분기 마케팅 캠페인,발표자료,.png,2024-08-29 04:25:41,project_folder
test_workspace\folder_6561_Y\v1@#.pdf,v1@#.pdf,2025 3분기 마케팅 캠페인,캠페인제안서,.pdf,2025-04-28 00:13:41,random_folder
test_workspace\외부고객\VER2_76.pptx,VER2_76.pptx,외부고객,설문결과,.pptx,2025-04-16 19:52:41,project_folder
test_workspace\folder_9941_A\계약e25o.pdf,계약e25o.pdf,내부지원,개선안,.pdf,2025-07-16 12:33:41,random_folder
test_workspace\보고서.png,보고서.png,2025 3분기 마케팅 캠페인,QnA,.png,2024-11-06 14:45:41,root
test_workspace\참고.jpg,참고.jpg,사내 업무 효율화 TF,결과보고서,.jpg,2024-11-16 02:56:41,root
test_workspace\folder_2228_^\_edit.pdf,_edit.pdf,내부지원,계약,.pdf,2025-03-04 07:34:41,random_folder
test_workspace\-ver.pdf,-ver.pdf,협력사,개선안,.pdf,2025-03-31 21:16:41,root
test_workspace\기타\final.jpg,final.jpg,기타,광고시안,.jpg,2024-10-22 22:43:41,project_folder
test_workspace\folder_7492_B\-최종본.jpg,-최종본.jpg,2025 3분기 마케팅 캠페인,회의록,.jpg,2024-09-24 04:31:41,random_folder
test_workspace\folder_6063_N\QnA@#.jpg,QnA@#.jpg,내부지원,개발일정,.jpg,2024-08-19 23:40:41,random_folder
test_workspace\folder_9156_Q\-최종(2)or7j.png,-최종(2)or7j.png,내부지원,기획안,.png,2025-01-25 17:08:41,random_folder
test_workspace\참고.xlsx,참고.xlsx,기타,예산안,.xlsx,2025-02-24 05:39:41,root
test_workspace\기타\-최종본(최종)vpq0.xlsx,-최종본(최종)vpq0.xlsx,기타,회의록,.xlsx,2024-12-08 22:05:41,project_folder
test_workspace\_editoj.pdf,_editoj.pdf,기타,캠페인제안서,.pdf,2025-04-07 04:23:41,root
test_workspace\folder_9583_R\지원요청.xlsx,지원요청.xlsx,내부지원,견적,.xlsx,2024-11-16 10:31:41,random_folder
test_workspace\내부지원\계약t2a5.txt,계약t2a5.txt,내부지원,결과보고서,.txt,2024-10-30 17:28:41,project_folder
test_workspace\기타\-최종본(2).jpg,-최종본(2).jpg,기타,요구사항정의서,.jpg,2025-03-04 19:52:41,project_folder
test_workspace\folder_6611_E\보고서.pdf,보고서.pdf,협력사,견적,.pdf,2025-02-17 11:42:41,random_folder
test_workspace\folder_7956_W\-최종(최종)fem1.txt,-최종(최종)fem1.txt,내부지원,견적,.txt,2024-11-17 20:25:41,random_folder
test_workspace\folder_6611_E\보고서_60.pdf,보고서_60.pdf,외부고객,피드백,.pdf,2025-03-18 12:45:41,random_folder
test_workspace\folder_9583_R\자료GOKGKR.txt,자료GOKGKR.txt,2025 3분기 마케팅 캠페인,결과보고서,.txt,2024-12-29 16:35:41,random_folder
test_workspace\folder_8983_[\-최종.txt,-최종.txt,사내 업무 효율화 TF,지원요청,.txt,2024-11-12 21:54:41,random_folder
test_workspace\folder_4546_U\-최종본rru6.jpg,-최종본rru6.jpg,협력사,개선안,.jpg,2025-08-08 20:34:41,random_folder
test_workspace\folder_9156_Q\(1)kjys.pdf,(1)kjys.pdf,2025 3분기 마케팅 캠페인,개선안,.pdf,2024-09-04 11:04:41,random_folder
test_workspace\지원요청.png,지원요청.png,신제품 '퀀텀' 출시,예산안,.png,2025-02-10 11:05:41,root
test_workspace\folder_6611_E\finalpt@#.xlsx,finalpt@#.xlsx,내부지원,기획안,.xlsx,2025-08-13 20:14:41,random_folder
test_workspace\-최종본(2).xlsx,-최종본(2).xlsx,사내 업무 효율화 TF,지원요청,.xlsx,2025-02-12 17:42:41,root
test_workspace\첨부.jpg,첨부.jpg,사내 업무 효율화 TF,설문결과,.jpg,2024-12-08 05:07:41,root
test_workspace\folder_7026_Z\참고nw1.png,참고nw1.png,외부고객,예산안,.png,2024-08-21 09:36:41,random_folder
test_workspace\외부고객\V3.docx,V3.docx,외부고객,요구사항정의서,.docx,2025-03-20 01:27:41,project_folder
test_workspace\folder_1478_S\_edit.txt,_edit.txt,2025 3분기 마케팅 캠페인,고객문의,.txt,2024-09-27 21:46:41,random_folder
test_workspace\folder_4555_G\-최종본(최종).txt,-최종본(최종).txt,내부지원,이슈,.txt,2025-01-24 15:29:41,random_folder
test_workspace\자료.xlsx,자료.xlsx,협력사,계약,.xlsx,2025-05-25 23:36:41,root
test_workspace\folder_4546_U\-최종본(2)@#.pdf,-최종본(2)@#.pdf,협력사,개발일정,.pdf,2025-01-12 00:22:41,random_folder
test_workspace\folder_5179_F\-최종.pptx,-최종.pptx,기타,지원요청,.pptx,2025-01-04 01:19:41,random_folder
test_workspace\folder_9583_R\-최종(2)s1yph2.xlsx,-최종(2)s1yph2.xlsx,협력사,기획안,.xlsx,2024-10-13 15:16:41,random_folder
test_workspace\최종본.docx,최종본.docx,내부지원,개선안,.docx,2024-12-29 13:38:41,root
test_workspace\ver2.docx,ver2.docx,외부고객,설문결과,.docx,2025-03-04 22:59:41,root
test_workspace\내부지원\VER2.jpg,VER2.jpg,내부지원,개선안,.jpg,2025-02-10 11:33:41,project_folder
test_workspace\folder_4493_I\-최종(최종)7sx79u.xlsx,-최종(최종)7sx79u.xlsx,내부지원,QnA,.xlsx,2025-07-02 01:35:41,random_folder
test_workspace\기타\참고xl.png,참고xl.png,기타,피드백,.png,2024-11-27 09:04:41,project_folder
test_workspace\_복사본@#_94.png,_복사본@#_94.png,기타,캠페인제안서,.png,2025-07-09 15:18:41,root
test_workspace\folder_2228_^\-최종본(최종)52@#.docx,-최종본(최종)52@#.docx,협력사,개선안,.docx,2024-08-15 10:22:41,random_folder
test_workspace\-최종본(최종)os1@#.xlsx,-최종본(최종)os1@#.xlsx,내부지원,개선안,.xlsx,2024-11-16 21:57:41,root
test_workspace\folder_9407_P\-최종본(2)0vy4gx.pdf,-최종본(2)0vy4gx.pdf,사내 업무 효율화 TF,개발일정,.pdf,2025-06-29 23:43:41,random_folder
test_workspace\folder_5723_C\QnA.jpg,QnA.jpg,기타,견적,.jpg,2025-04-12 02:41:41,random_folder
test_workspace\folder_9941_A\참고TX.txt,참고TX.txt,기타,지원요청,.txt,2025-07-19 01:03:41,random_folder
test_workspace\folder_2614_K\-최종본(최종)hk_60.xlsx,-최종본(최종)hk_60.xlsx,신제품 '퀀텀' 출시,피드백,.xlsx,2025-01-23 23:18:41,random_folder
test_workspace\folder_4555_G\-최종(최종).png,-최종(최종).png,외부고객,기획안,.png,2025-05-25 18:01:41,random_folder
test_workspace\folder_6561_Y\-최종본(2).png,-최종본(2).png,신제품 '퀀텀' 출시,캠페인제안서,.png,2025-01-26 06:55:41,random_folder
test_workspace\내부지원\-최종.docx,-최종.docx,내부지원,견적,.docx,2024-10-28 07:24:41,project_folder
test_workspace\신제품_퀀텀_출시\-최종(2)rb3jdc.txt,-최종(2)rb3jdc.txt,신제품 '퀀텀' 출시,개발일정,.txt,2024-08-27 02:39:41,project_folder
test_workspace\folder_4687_T\이슈.xlsx,이슈.xlsx,내부지원,광고시안,.xlsx,2025-02-21 11:38:41,random_folder
test_workspace\folder_1478_S\견적.pdf,견적.pdf,협력사,기획안,.pdf,2025-04-30 17:55:41,random_folder
test_workspace\-최종본(최종)@#.jpg,-최종본(최종)@#.jpg,기타,기획안,.jpg,2025-07-08 14:22:41,root
test_workspace\-최종(최종).pptx,-최종(최종).pptx,기타,개발일정,.pptx,2025-04-23 16:07:41,root
test_workspace\회의.pdf,회의.pdf,2025 3분기 마케팅 캠페인,개발일정,.pdf,2025-03-23 17:50:41,root
test_workspace\기타\자료tczol.txt,자료tczol.txt,기타,개발일정,.txt,2024-10-08 00:31:41,project_folder
test_workspace\기타\-최종수정w3as.pdf,-최종수정w3as.pdf,기타,회의록,.pdf,2025-02-11 07:39:41,project_folder
test_workspace\folder_3530_]\_복사본.png,_복사본.png,신제품 '퀀텀' 출시,예산안,.png,2025-06-16 13:44:41,random_folder
test_workspace\folder_9941_A\-최종본(2)7X582@#.pptx,-최종본(2)7X582@#.pptx,신제품 '퀀텀' 출시,요구사항정의서,.pptx,2025-05-14 15:08:41,random_folder
test_workspace\사내_업무_효율화_TF\v3r99rzx.txt,v3r99rzx.txt,사내 업무 효율화 TF,디자인시안,.txt,2024-08-30 06:25:41,project_folder
test_workspace\folder_6933_X\피드백.xlsx,피드백.xlsx,외부고객,예산안,.xlsx,2025-03-29 12:03:41,random_folder
test_workspace\_last.png,_last.png,사내 업무 효율화 TF,디자인시안,.png,2025-04-20 20:30:41,root
test_workspace\folder_9952_J\DRAFT_42.png,DRAFT_42.png,사내 업무 효율화 TF,디자인시안,.png,2025-07-05 21:59:41,random_folder
test_workspace\folder_5179_F\_복사본5a1k0.xlsx,_복사본5a1k0.xlsx,내부지원,발표자료,.xlsx,2024-10-28 02:23:41,random_folder
test_workspace\folder_3530_]\결과@#.pptx,결과@#.pptx,내부지원,설문결과,.pptx,2024-08-18 23:08:41,random_folder
test_workspace\folder_9941_A\-최종본(1).xlsx,-최종본(1).xlsx,내부지원,예산안,.xlsx,2025-06-21 22:32:41,random_folder
test_workspace\folder_7026_Z\QNA.docx,QNA.docx,외부고객,예산안,.docx,2025-01-15 14:04:41,random_folder
test_workspace\신제품_퀀텀_출시\(1)@#_18.docx,(1)@#_18.docx,신제품 '퀀텀' 출시,발표자료,.docx,2025-06-18 17:38:41,project_folder
test_workspace\v3.pdf,v3.pdf,기타,계약,.pdf,2025-04-24 19:55:41,root
test_workspace\고객문의.pdf,고객문의.pdf,신제품 '퀀텀' 출시,개발일정,.pdf,2024-09-23 19:43:41,root
test_workspace\자료M7RA0.pdf,자료M7RA0.pdf,외부고객,캠페인제안서,.pdf,2025-04-30 13:56:41,root
test_workspace\-최종수정.txt,-최종수정.txt,협력사,지원요청,.txt,2025-04-23 18:20:41,root
test_workspace\-최종본(최종).pptx,-최종본(최종).pptx,기타,요구사항정의서,.pptx,2024-10-03 23:53:41,root
test_workspace\folder_1478_S\VER2.pdf,VER2.pdf,사내 업무 효율화 TF,개선안,.pdf,2025-02-25 17:20:41,random_folder
test_workspace\참고.xlsx,참고.xlsx,외부고객,계약,.xlsx,2024-10-27 01:46:41,root
test_workspace\이슈.txt,이슈.txt,사내 업무 효율화 TF,캠페인제안서,.txt,2025-04-23 16:32:41,root
test_workspace\-최종d0.xlsx,-최종d0.xlsx,사내 업무 효율화 TF,요구사항정의서,.xlsx,2025-03-27 05:27:41,root
test_workspace\folder_2999_D\(최종).xlsx,(최종).xlsx,사내 업무 효율화 TF,결과보고서,.xlsx,2024-08-25 00:14:41,random_folder
test_workspace\folder_9694_O\-최종본(최종)0g425n_81.pdf,-최종본(최종)0g425n_81.pdf,신제품 '퀀텀' 출시,디자인시안,.pdf,2024-10-16 01:34:41,random_folder
test_workspace\folder_9694_O\자료7gjibv.docx,자료7gjibv.docx,내부지원,개발일정,.docx,2025-05-11 12:44:41,random_folder
test_workspace\folder_5179_F\참고g2g2.docx,참고g2g2.docx,기타,지원요청,.docx,2025-06-05 05:23:41,random_folder
test_workspace\folder_1249_V\참고.png,참고.png,협력사,견적,.png,2024-09-09 22:38:41,random_folder
test_workspace\folder_6561_Y\수정본e5.jpg,수정본e5.jpg,내부지원,지원요청,.jpg,2025-04-26 17:29:41,random_folder
test_workspace\-최종_46.docx,-최종_46.docx,사내 업무 효율화 TF,피드백,.docx,2025-05-05 07:00:41,root
test_workspace\folder_3455_\-최종본(2).pdf,-최종본(2).pdf,2025 3분기 마케팅 캠페인,결과보고서,.pdf,2025-06-05 18:19:41,random_folder
test_workspace\v28hizpb.pdf,v28hizpb.pdf,협력사,요구사항정의서,.pdf,2024-11-22 20:14:41,root
test_workspace\QnA.xlsx,QnA.xlsx,외부고객,발표자료,.xlsx,2024-11-04 19:18:41,root
test_workspace\보고서GTOJ.pdf,보고서GTOJ.pdf,기타,결과보고서,.pdf,2024-12-16 21:09:41,root
test_workspace\folder_9583_R\피드백.jpg,피드백.jpg,신제품 '퀀텀' 출시,지원요청,.jpg,2025-04-29 20:43:41,random_folder
test_workspace\folder_4687_T\지원요청.txt,지원요청.txt,사내 업무 효율화 TF,발표자료,.txt,2025-07-27 16:42:41,random_folder
test_workspace\보고서s07l.docx,보고서s07l.docx,내부지원,설문결과,.docx,2024-12-28 01:00:41,root
test_workspace\folder_6561_Y\-최종.xlsx,-최종.xlsx,협력사,지원요청,.xlsx,2025-08-09 10:08:41,random_folder
test_workspace\외부고객\수정본.pdf,수정본.pdf,외부고객,회의록,.pdf,2025-07-22 11:23:41,project_folder
test_workspace\-최종.pptx,-최종.pptx,신제품 '퀀텀' 출시,결과보고서,.pptx,2025-04-27 15:59:41,root
test_workspace\_복사본4u.png,_복사본4u.png,외부고객,견적,.png,2025-03-13 05:58:41,root
test_workspace\folder_3455_\수정본.docx,수정본.docx,내부지원,기획안,.docx,2025-04-19 04:59:41,random_folder
test_workspace\folder_4493_I\-최종(최종).pdf,-최종(최종).pdf,협력사,개선안,.pdf,2025-06-06 21:45:41,random_folder
test_workspace\협력사\ver2e1vo0a@#.png,ver2e1vo0a@#.png,협력사,기획안,.png,2025-07-12 22:22:41,project_folder
test_workspace\사내_업무_효율화_TF\-최종본(2).xlsx,-최종본(2).xlsx,사내 업무 효율화 TF,예산안,.xlsx,2025-06-22 15:32:41,project_folder
test_workspace\folder_3025_M\보고서.pdf,보고서.pdf,사내 업무 효율화 TF,캠페인제안서,.pdf,2025-05-07 12:04:41,random_folder
test_workspace\외부고객\자료35su9.txt,자료35su9.txt,외부고객,QnA,.txt,2025-07-06 22:34:41,project_folder
test_workspace\사내_업무_효율화_TF\수정본v9ao8.xlsx,수정본v9ao8.xlsx,사내 업무 효율화 TF,기획안,.xlsx,2025-01-18 01:00:41,project_folder
test_workspace\회의.png,회의.png,협력사,요구사항정의서,.png,2025-08-02 19:02:41,root
test_workspace\folder_4493_I\-최종수정_94.xlsx,-최종수정_94.xlsx,사내 업무 효율화 TF,견적,.xlsx,2025-01-09 08:42:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\-최종본(1).png,-최종본(1).png,2025 3분기 마케팅 캠페인,피드백,.png,2025-03-27 21:15:41,project_folder
test_workspace\folder_9941_A\(1)_94.xlsx,(1)_94.xlsx,2025 3분기 마케팅 캠페인,기획안,.xlsx,2025-04-25 16:29:41,random_folder
test_workspace\folder_7492_B\-verlp4.pdf,-verlp4.pdf,내부지원,디자인시안,.pdf,2024-12-05 23:02:41,random_folder
test_workspace\견적.xlsx,견적.xlsx,기타,요구사항정의서,.xlsx,2025-02-11 11:53:41,root
test_workspace\v3a7aru.docx,v3a7aru.docx,2025 3분기 마케팅 캠페인,예산안,.docx,2025-03-29 11:24:41,root
test_workspace\folder_9694_O\최종본@#.txt,최종본@#.txt,신제품 '퀀텀' 출시,기획안,.txt,2024-09-01 09:26:41,random_folder
test_workspace\신제품_퀀텀_출시\-VER.xlsx,-VER.xlsx,신제품 '퀀텀' 출시,캠페인제안서,.xlsx,2024-11-03 00:57:41,project_folder
test_workspace\folder_7956_W\-최종본(1)_99.pdf,-최종본(1)_99.pdf,2025 3분기 마케팅 캠페인,QnA,.pdf,2025-01-13 08:38:41,random_folder
test_workspace\folder_6561_Y\-최종(최종)4cmo.docx,-최종(최종)4cmo.docx,내부지원,회의록,.docx,2025-06-19 08:40:41,random_folder
test_workspace\-ver7jj.docx,-ver7jj.docx,협력사,디자인시안,.docx,2025-05-20 11:08:41,root
test_workspace\folder_9694_O\-최종본(2)mribw.pdf,-최종본(2)mribw.pdf,내부지원,발표자료,.pdf,2024-11-03 01:50:41,random_folder
test_workspace\finallhkyvy.txt,finallhkyvy.txt,기타,발표자료,.txt,2025-02-28 10:58:41,root
test_workspace\folder_7956_W\계약@#.txt,계약@#.txt,신제품 '퀀텀' 출시,지원요청,.txt,2025-05-28 02:30:41,random_folder
test_workspace\folder_4555_G\-최종본(최종)RT6QI.pdf,-최종본(최종)RT6QI.pdf,외부고객,예산안,.pdf,2025-03-24 07:11:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\-ver.pdf,-ver.pdf,2025 3분기 마케팅 캠페인,요구사항정의서,.pdf,2025-06-07 21:03:41,project_folder
test_workspace\folder_6933_X\V1.pptx,V1.pptx,협력사,고객문의,.pptx,2024-09-27 12:46:41,random_folder
test_workspace\folder_9407_P\ver2.pdf,ver2.pdf,협력사,설문결과,.pdf,2024-10-04 01:32:41,random_folder
test_workspace\folder_6561_Y\첨부6tp3.docx,첨부6tp3.docx,2025 3분기 마케팅 캠페인,QnA,.docx,2025-03-18 00:57:41,random_folder
test_workspace\folder_4546_U\피드백.pdf,피드백.pdf,사내 업무 효율화 TF,이슈,.pdf,2025-05-10 08:53:41,random_folder
test_workspace\기타\첨부xayq.xlsx,첨부xayq.xlsx,기타,고객문의,.xlsx,2025-01-24 11:08:41,project_folder
test_workspace\folder_5266_H\지원요청wz1b@#.jpg,지원요청wz1b@#.jpg,기타,회의록,.jpg,2024-08-23 02:09:41,random_folder
